suite,imp,starttime,returnvalue,walltime,cputime,memory,blkio-read,blkio-write,pressure-cpu-some,pressure-io-some,pressure-memory-some
knucleotide,bqn,2026-09-15T12:44:55.219149+10:00,0,0.025130260008154437,0.021737,34111488,0,0,0.000205,0.001448,0
knucleotide,bqn,2026-09-15T12:44:55.502012+10:00,0,0.024660625989781693,0.021359,34111488,0,0,0.00017,0.00135,0
knucleotide,bqn,2026-09-15T12:44:55.792902+10:00,0,0.025021656008902937,0.021534,34111488,0,0,0.000192,0.001649,0
knucleotide,bqn,2026-09-15T12:44:56.085652+10:00,0,0.025485198973910883,0.022164,34111488,0,0,0.000178,0.001672,0
knucleotide,bqn,2026-09-15T12:44:56.380259+10:00,0,0.024967536999611184,0.021606,34111488,0,0,0.000211,0.001257,0
knucleotide,l,2026-09-15T12:44:56.680859+10:00,0,0.3135209500032943,0.414513,1188483072,0,0,0.000138,0.000266,0
knucleotide,l,2026-09-15T12:44:57.260761+10:00,0,0.3125603439984843,0.413149,1188364288,0,0,0.000143,0.000216,0
knucleotide,l,2026-09-15T12:44:57.840850+10:00,0,0.3140144780045375,0.414759,1188331520,0,0,0.000175,0.000261,0
knucleotide,l,2026-09-15T12:44:58.413313+10:00,0,0.31894383701728657,0.418497,1188233216,0,0,0.000396,0.000299,0
knucleotide,l,2026-09-15T12:44:58.996331+10:00,0,0.32396371799404733,0.425903,1188327424,0,0,0.000244,0.000358,0
nbody,gcc,2026-09-15T12:44:59.592852+10:00,0,0.04528251799638383,0.043766,2502656,0,0,0.000062,0.000635,0
nbody,gcc,2026-09-15T12:44:59.905256+10:00,0,0.044546135992277414,0.042577,2375680,0,0,0.000085,0.000661,0
nbody,gcc,2026-09-15T12:45:00.224525+10:00,0,0.0445427949889563,0.042413,2379776,0,0,0.000088,0.000771,0
nbody,gcc,2026-09-15T12:45:00.538506+10:00,0,0.04733111601672135,0.045095,2502656,0,0,0.000134,0.000951,0
nbody,gcc,2026-09-15T12:45:00.855533+10:00,0,0.04573225599597208,0.043424,2375680,0,0,0.000104,0.000731,0
nbody,growler,2026-09-15T12:45:01.167797+10:00,0,1.028527283022413,1.025613,4243456,0,0,0.000735,0.000545,0
nbody,growler,2026-09-15T12:45:02.448122+10:00,0,1.0726859460119158,1.069571,4055040,0,0,0.000135,0.00045,0
nbody,growler,2026-09-15T12:45:03.791745+10:00,0,1.016980997985229,1.014745,4300800,0,0,0.000151,0.000671,0
nbody,growler,2026-09-15T12:45:05.072131+10:00,0,1.0276893400005065,1.024106,4055040,0,0,0.000186,0.000304,0
nbody,growler,2026-09-15T12:45:06.364917+10:00,0,0.9992500600055791,0.996384,4050944,0,0,0.000253,0.000905,0
nbody,python3,2026-09-15T12:45:07.627307+10:00,0,3.424366853025276,3.387646,13914112,0,0,0.008678,0.001648,0
nbody,python3,2026-09-15T12:45:11.459188+10:00,0,3.420332640002016,3.386508,13914112,0,0,0.000837,0.001619,0
nbody,python3,2026-09-15T12:45:15.266763+10:00,0,3.4247805810009595,3.396872,13893632,0,0,0.001021,0.000085,0
nbody,python3,2026-09-15T12:45:19.097658+10:00,0,3.5142258729902096,3.482417,13860864,0,0,0.000956,0.001592,0
nbody,python3,2026-09-15T12:45:23.010898+10:00,0,3.5420895980205387,3.51657,13959168,0,0,0.00056,0.001482,0
nbody,goal,2026-09-15T12:45:26.951083+10:00,0,2.822757605026709,3.175754,15134720,0,0,0.016092,0.000315,0
nbody,goal,2026-09-15T12:45:30.180112+10:00,0,2.886948366998695,3.244598,12849152,0,0,0.015767,0.000338,0
nbody,goal,2026-09-15T12:45:33.490442+10:00,0,2.9305802499875426,3.293404,12914688,0,0,0.015837,0.000526,0
nbody,goal,2026-09-15T12:45:36.825229+10:00,0,2.798707278998336,3.153458,12709888,0,0,0.015092,0.00038,0
nbody,goal,2026-09-15T12:45:40.033705+10:00,0,2.8064391759980936,3.159407,14565376,0,0,0.016542,0.00041,0
nbody,bqn,2026-09-15T12:45:43.254013+10:00,0,0.8430971229972783,0.839946,9207808,0,0,0.000168,0.001364,0
nbody,bqn,2026-09-15T12:45:44.352974+10:00,0,0.8438649029994849,0.840629,9314304,0,0,0.000157,0.001328,0
nbody,bqn,2026-09-15T12:45:45.454755+10:00,0,0.8493747010070365,0.846247,9207808,0,0,0.000194,0.00139,0
nbody,bqn,2026-09-15T12:45:46.563818+10:00,0,0.848243734013522,0.844614,9330688,0,0,0.000488,0.00151,0
nbody,bqn,2026-09-15T12:45:47.675122+10:00,0,0.8395282340061385,0.836335,9207808,0,0,0.0002,0.001266,0
nbody,l,2026-09-15T12:45:48.782518+10:00,0,1.8225581999868155,1.818983,11534336,0,0,0.000441,0.000284,0
nbody,l,2026-09-15T12:45:50.862738+10:00,0,1.8965527060208842,1.894705,11825152,0,0,0.000249,0.000353,0
nbody,l,2026-09-15T12:45:53.022784+10:00,0,1.806056185014313,1.803803,11825152,0,0,0.001369,0.000321,0
nbody,l,2026-09-15T12:45:55.102370+10:00,0,1.796526067017112,1.793566,11825152,0,0,0.000588,0.000424,0
nbody,l,2026-09-15T12:45:57.165848+10:00,0,1.804697754996596,1.801684,11857920,0,0,0.001862,0.000287,0
